chapter_no,heading_1,heading_2,heading_3,heading_4,sub_section_no,source_url,zoneomics_url,is_sub_chunk,sub_chunk_no,text
1,Chapter 1 SUBDIVISIONS,Article 7 Subdivision Standards,§ 10-1.704 Block standards and design., ,sub-sec-1.8.4,https://ecode360.com/42653463,https://zoneomics.com/code/72/chapter_1#1.8.4,False,0,"(a) Block lengths.
Blocks shall not exceed 700 feet in length between street lines, except:
(1) Where topographical conditions require that they be longer;
(2) Where existing adjacent blocks require that they be longer;
(3) Where subdivisions containing parcels of 1/2 acre or larger justify or require a variation from this requirement; or
(4) Where pedestrian walkways ten (10') feet in width are provided through the middle of blocks.
In this case, the allowed maximum shall be 900 feet.
(b) Block widths.
The width of each block shall be sufficient for an ultimate layout of two tiers of lots therein of a size required by the provisions of this chapter, unless the surrounding layout, lines of ownership, or topographical conditions justify or make necessary a variation from this requirement.
(§ 1, Ord.
2114 c.s., eff.
January 26, 1974)"
1,Chapter 1 SUBDIVISIONS,Article 7 Subdivision Standards,§ 10-1.705 Lot standards and design., ,sub-sec-1.8.5,https://ecode360.com/42653470,https://zoneomics.com/code/72/chapter_1#1.8.5,False,0,"The size, shape, and orientation of lots shall be appropriate to the location of the proposed subdivision and to the type of development contemplated.
The following principles and standards shall be observed:
(a) General.
(1) The minimum area and dimensions of all lots shall conform to the requirements of the Zoning Ordinance for the zone in which the subdivision is located.
(2) The side lines of all lots, so far as possible, shall be at right angles to the street which the lot faces or approximately radial to the center of curvature, if such street is curved.
The side lines of lots shall be approximately radial to the center of the curvatures of a cul-de-sac on which the lot faces.
(3) No lot shall be divided by a City boundary line, and no remnants of property shall be left in the subdivision which do not conform to the lot requirements or are not required for a private or public utility use.
(b) Lot depth.
(1) No lot shall have a depth of less than 100 feet.
(2) Where the rear of a lot is adjacent to a playground, shopping center, industrial tract, or other similar nonresidential use or to the right-of-way of a utility, freeway, railroad, or thoroughfare, the depth shall be increased to a minimum of 120 feet.
(3) Where the front of a lot is adjacent to a thoroughfare, the depth shall be increased to a minimum of 120 feet.
(c) Lot width.
(1) No lot shall have a width of less than 50 feet, except as follows:
a. Cul-de-sac lots shall have a width of not less than 35 feet;
b. Lots shall have a minimum width of 40 feet on blocks where the prevailing lot width is approximately 40 feet or less.
c. In the R-1A zone, lots shall have a minimum width of 25 feet.
(2) Corner lots may be required to be platted wider than interior lots in order to permit conformance with the required street side yard requirements of the Zoning Ordinance.
(§ 1, Ord.
2114 c.s., eff.
January 26, 1974, as amended by § 5, Ord.
2772 c.s., eff.
August 1, 1996)"
1,Chapter 1 SUBDIVISIONS,Article 7 Subdivision Standards,§ 10-1.706 Utilities., ,sub-sec-1.8.6,https://ecode360.com/42653485,https://zoneomics.com/code/72/chapter_1#1.8.6,False,0,"(a) Utility undergrounding.
All electric power and communications lines, wires, and conduits, or similar or associated electrical materials or devices, shall be placed underground.
(b) Utility easements.
Utility easements, 10 feet in width, shall be provided within the subdivision where required for public utility purposes.
Modifications of the easement width requirement may be granted only when approved by both the City Engineer and the public utility or utilities concerned.
Under normal circumstances, utility facilities which are to be placed underground shall be located within the street right-of-way provided that, upon the mutual agreement of the City Engineer, subdivider, and utility concerned, such facilities may be located in easements within the front yard or along the side lot line or rear lot line.
The dedication of easements shall be to the City or appropriate public utility for the purpose of installing utilities, planting strips, and for other public purposes as may be ordered or directed by the Council.
The City may require the subdivider to remove or trim any trees or brush lying within an easement or right-of-way.
(§ 1, Ord.
2114 c.s., eff.
January 26, 9174)"
1,Chapter 1 SUBDIVISIONS,Article 7 Subdivision Standards,§ 10-1.707 Trees., ,sub-sec-1.8.7,https://ecode360.com/42653488,https://zoneomics.com/code/72/chapter_1#1.8.7,False,0,"(a) Street trees.
Street trees shall be provided by the subdivider in all subdivisions, either within the street right-of-way or within a dedicated planting easement as required by the Commission.
The species and size of trees, their installation, and the method of maintenance shall be determined by the Planning Division.
(b) Maintenance of trees on private property.
Trees with a trunk diameter six inches or greater, measured at four feet above the ground level, on private property within any subdivision shall be preserved unless the subdivider can demonstrate that their removal is an unavoidable consequence of the subdivision and that he has provided for the replacement of all trees with new trees of equal size and character.
(§ 1, Ord.
2114 c.s., eff.
January 26, 1974, as amended by § 5, Ord.
2772 c.s., eff.
August 1, 1996)"
1,Chapter 1 SUBDIVISIONS,Article 7 Subdivision Standards,§ 10-1.708 Watercourses., ,sub-sec-1.8.8,https://ecode360.com/42653491,https://zoneomics.com/code/72/chapter_1#1.8.8,False,0,"The subdivider shall, subject to riparian rights, dedicate rights-of-way for storm drainage purposes conforming substantially with the lines of any natural watercourse or channel, stream, or creek that traverses the subdivision or, at the option of the Commission, provide, by dedication, further and sufficient easements or construction, or both, to dispose of such surface and storm waters.
The subdivider may be required to cover or otherwise improve such drainage channel.
(§ 1, Ord.
2114 c.s., eff.
January 26, 1974)"
1,Chapter 1 SUBDIVISIONS,Article 7 Subdivision Standards,§ 10-1.709 Railroads and grade crossings., ,sub-sec-1.8.9,https://ecode360.com/42653492,https://zoneomics.com/code/72/chapter_1#1.8.9,False,0,"(a) Treatment of railway crossings.
If the question of railway crossings is involved, the subdivision shall be considered in relationship to the probability of grade separation or other treatment and may be required to conform to certain conditions in anticipation of such treatment.
(b) Railroad and industrial subdivisions.
Where the subdivision is industrial or where it is adjacent to a railroad right-of-way, and the Zoning Ordinance or other conditions indicate that such property will be used for industrial purposes, nearby highways in the same general direction as the railroad shall be as nearly parallel to such railroad right-of-way as practicable and in no case less than one lot depth distant when future separation grades, if any, would be created.
(§ 1, Ord.
2114 c.s., eff.
January 26, 1974, as amended by § 5, Ord.
2772 c.s., eff.
August 1, 1996)"
1,Chapter 1 SUBDIVISIONS,Article 7 Subdivision Standards,§ 10-1.710 Hillside subdivisions., ,sub-sec-1.8.10,https://ecode360.com/42653495,https://zoneomics.com/code/72/chapter_1#1.8.10,False,0,"In the case of subdivisions, or portions thereof, having an average slope of not less than 8%, the Commission may modify the requirements of this article in a manner that will result in the best possible utilization of the site to be subdivided, giving consideration to the topography of the land and the general character of the proposed subdivision.
This is not to presume that steeply sloping areas should be developed to their maximum practicable extent.
The Commission may conclude that such areas are best suited to lower intensity or other types of use.
In all cases, the following principles and standards shall be observed:
(a) The basis for requirements for street rights-of-way and pavement widths and design shall be the topography of the land and the density of development in terms of the proposed number of dwellings to be served by the street or roadway.
(b) Street grades for minor streets may be increased to a maximum of 20%.
(c) The dedicated width of any two way street may be reduced to 40 feet with a minimum pavement width of not less than 26 feet.
(d) The dedicated width of any one-way street may be reduced to 30 feet with a minimum pavement width of not less than 20 feet.
(§ 1, Ord.
2114 c.s., eff.
January 26, 1974)"
1,Chapter 1 SUBDIVISIONS,Article 7 Subdivision Standards,§ 10-1.711 Nonresidential subdivisions: Conformance to General Plan., ,sub-sec-1.8.11,https://ecode360.com/42653500,https://zoneomics.com/code/72/chapter_1#1.8.11,False,0,"The street and lot layout of a nonresidential subdivision shall be appropriate to the land use for which the subdivision is proposed and shall conform to the proposed land use and standards established in the General Plan and Zoning Ordinance.
In addition to the principles and standards in this chapter which are appropriate to the planning of all subdivisions, the subdivider of a nonresidential subdivision shall demonstrate to the satisfaction of the Commission that the street, parcel, and block pattern proposed is specifically adapted to the uses anticipated and takes into account other uses in the vicinity.
The following principles and standards shall be observed.
(a) Proposed industrial and/or commercial parcels shall be suitable in area and dimensions to the types of commercial and/or industrial development anticipated.
(b) Street rights-of-way and pavement shall be adequate to accommodate the type of volume of traffic anticipated to be generated thereon.
(c) Special requirements may be imposed by the City with respect to street, curb, gutter, and sidewalk design and construction.
(d) Special requirements may be imposed by the City with respect to the installation of public utilities, including water, sewer, and storm water drainage.
(e) Every effort shall be made to protect adjacent residential areas from the potential nuisance of proposed nonresidential subdivisions, including the provision of extra depth and building setback lines in parcels backing up on existing or potential residential developments and provisions for a permanently landscaped buffer strip when necessary.
(f) Streets carrying nonresidential traffic, especially truck traffic, shall not normally be extended to the boundaries of adjacent existing or potential residential areas or connected to streets intended for predominantly residential traffic.
(g) Subdivisions for proposed commercial development shall take into account and specifically designate all areas proposed for vehicular circulation and parking, for pedestrian circulation, and for buffer strips and other landscaping.
(§ 1, Ord.
2114 c.s., eff.
January 26, 1974, as amended by § 5, Ord.
2772 c.s., eff.
August 1, 1996)"
1,Chapter 1 SUBDIVISIONS,Article 8 Improvements and General Requirements,§ 10-1.801 Minimum requirements., ,sub-sec-1.9.1,https://ecode360.com/42653509,https://zoneomics.com/code/72/chapter_1#1.9.1,False,0,"The subdivider shall improve, or agree to improve, all streets, thoroughfares, public ways, or easements in the subdivision and adjacent thereto as required to serve the subdivision.
No permanent improvement work shall be commenced until improvement plans and profiles have been approved by the City Engineer.
Improvements shall be installed to permanent line and grade and to the satisfaction of the City Engineer and in accordance with the
Subdivision Improvement Standards.
The minimum improvements which the subdivider normally shall agree to make at his cost, prior to the City's acceptance and approval of the final subdivision map, shall be:
(a) Grading, curbs and gutters, paving, drainage, and drainage structures necessary for the proper use and drainage of streets, highways, and ways and/or for the public safety; (b) Site grading and drainage, taking into consideration the drainage pattern of adjacent improved and/or unimproved property and treating upstream areas as though fully improved; (c) Street name signs; (d) Sidewalks, where required; (e) Fire hydrants and a water system with mains of sufficient size and having a sufficient number of outlets to furnish an adequate water supply for each lot or parcel in the subdivision and to provide adequate fire protection in accordance with the City's fire prevention regulations; (f) Sanitary sewer facilities and connections for each lot; (g) Street lighting facilities; (h) Street trees; (i) Public utility facilities for electric power and telephone communications for each lot or parcel in the subdivision; and (j) Any and all railroad crossings necessary to provide access to or circulation within the proposed subdivision, including the preparation of all documents necessary for application to the Public Utilities Commission of the State for the establishment and improvement of such crossings.
(§ 1, Ord.
2114 c.s., eff.
January 26, 1974)"
1,Chapter 1 SUBDIVISIONS,Article 8 Improvements and General Requirements,"§ 10-1.802 ""As built"" plans.", ,sub-sec-1.9.2,https://ecode360.com/42653520,https://zoneomics.com/code/72/chapter_1#1.9.2,False,0,"A complete improvement plan ""as built"" shall be filed with the City Engineer upon the completion of the improvements.
The ""as built"" plans shall be in duplicate on tracing cloth or polyester base film at a scale of one inch equals 40 feet.
The sheet size shall be 22 inches by 36 inches with a two inch left-hand margin.
Elevations on the City datum shall be shown on the ""as built"" improvement plans for all monuments in the subdivision.
Upon the receipt and acceptance of the ""as built"" plan, the City Engineer shall recommend formal acceptance by the Council.
(§ 1, Ord.
2114 c.s., eff.
January 26, 1974)"
1,Chapter 1 SUBDIVISIONS,Article 8 Improvements and General Requirements,§ 10-1.803 Installation of utility facilities., ,sub-sec-1.9.3,https://ecode360.com/42653521,https://zoneomics.com/code/72/chapter_1#1.9.3,False,0,"Services from public utilities and sanitary sewers shall normally be made available for each lot in such manner as will obviate the necessity for disturbing the street pavement, gutters, culverts, and curbs when service connections are made.
(§ 1, Ord.
2114 c.s., eff.
January 26, 1974)"
1,Chapter 1 SUBDIVISIONS,Article 9 Exceptions and Appeals,§ 10-1.901 Exceptions., ,sub-sec-1.10.1,https://ecode360.com/42653523,https://zoneomics.com/code/72/chapter_1#1.10.1,False,0,"Whenever the land involved in any subdivision is of such size or shape, is subject to such title limitations of record, is affected by such topographical or locational conditions, and/or is to be devoted to such use that it is impossible, impractical, or undesirable for the subdivider fully to conform to the regulations contained in this chapter, the Commission may permit such exceptions thereof as may be reasonably necessary provided such exceptions are in conformity with the provisions of the Map Act and the purpose and intent of this chapter as set forth in
Section 10-1.102.
(§ 6, Ord.
2772 c.s., eff.
August 1, 1996)"
1,Chapter 1 SUBDIVISIONS,Article 9 Exceptions and Appeals,§ 10-1.902 Applications for exceptions., ,sub-sec-1.10.2,https://ecode360.com/42653524,https://zoneomics.com/code/72/chapter_1#1.10.2,False,0,"Whenever the subdivider desires to modify any of the provisions of this chapter pursuant to the provisions of this article, he shall file an application with the Planning
Division in the form prescribed by the Commission.
Such application shall set forth in detail the requested exception and a general sketch of the tentative map as proposed to be modified.
An application for an exception pursuant to the provisions of this article shall be filed after the completion of the subdivision conference held pursuant to the provisions of
Article 4 of this chapter.
Each application shall be accompanied by a filing fee as set forth by resolution of the City Council.
(§ 6, Ord.
2772 c.s., eff.
August 1, 1996)"
1,Chapter 1 SUBDIVISIONS,Article 9 Exceptions and Appeals,§ 10-1.903 Referral of proposed exceptions to proper department., ,sub-sec-1.10.3,https://ecode360.com/42653525,https://zoneomics.com/code/72/chapter_1#1.10.3,False,0,"Each proposed exception shall be referred to the department that has jurisdiction in the subject regulations, and such department shall transmit to the Commission its written recommendation, which shall be reviewed prior to the granting of any exception.
(§ 6, Ord.
2772 c.s., eff.
August 1, 1996)"
1,Chapter 1 SUBDIVISIONS,Article 9 Exceptions and Appeals,§ 10-1.904 Exceptions permitted by the Commission., ,sub-sec-1.10.4,https://ecode360.com/42653526,https://zoneomics.com/code/72/chapter_1#1.10.4,False,0,"If the Commission determines that the conditions set forth in
Section 10-1.901 of this article warrant an exception, the Commission may permit or conditionally permit an exception from the provisions of this chapter.
(§ 6, Ord.
2772 c.s., eff.
August 1, 1996)"
1,Chapter 1 SUBDIVISIONS,Article 9 Exceptions and Appeals,§ 10-1.905 Reports of exceptions to the Council., ,sub-sec-1.10.5,https://ecode360.com/42653527,https://zoneomics.com/code/72/chapter_1#1.10.5,False,0,"In the event that any exception, as authorized by the provisions of this article, is permitted, a written statement of such exception shall be transmitted to the Council prior to the Commission's consideration of the tentative subdivision map.
(§ 6, Ord.
2772 c.s., eff.
August 1, 1996)"
1,Chapter 1 SUBDIVISIONS,Article 9 Exceptions and Appeals,§ 10-1.906 Appeals to the Council., ,sub-sec-1.10.6,https://ecode360.com/42653528,https://zoneomics.com/code/72/chapter_1#1.10.6,False,0,"(a) Decisions by the Commission for the approval or denial of an application for an exception, or for a tentative map, parcel map, or tract map, or with respect to the kinds, nature, and extent of the improvements required by the Commission, shall be final and conclusive unless, by
5:00 p.m. of the tenth day following such decision (or of the next working day if the tenth day falls on a weekend or holiday):
(1) A written appeal on the form designated by the City is filed by any interested party with the City Clerk requesting a public hearing before the Council stating the grounds for the appeal and all required fees for said appeal are paid in full; or
(2) The Mayor or a member of the Council requests a public hearing before the Council stating the grounds for the appeal.
Provided, however, that the Council member or Mayor requesting the appeal shall disqualify him or herself from hearing the appeal unless he or she can certify in writing that the appeal is being requested as a result of public interest in the decision to be reviewed and he or she has no predisposition against or in favor of the project.
The Council as a whole shall be prohibited from voting to appeal any matter in which they will sit as the reviewing body.
Such appeal, or Council request for a public hearing, shall be set for a public hearing by the City Clerk in a timely fashion.
(b) Notice of public hearing before the Council to consider an appeal of the decision of the Commission shall be mailed to the subdivider and Commission not less than 10 days prior to the date of such hearing.
(c) At the time fixed for the hearing, the Council shall hear the testimony of the subdivider or any witnesses on his behalf and the testimony of the Commission or any witnesses on its behalf.
The Council may also hear the testimony of other competent persons respecting the character of the neighborhood in which the subdivision is to be located, the kinds, nature, and extent of the improvements, the quality or kinds of development to which the area is best adapted, and any other phase of the matter with respect to which the Council may desire to inquire into.
The Council may, if it deems necessary, continue the hearing to a later date in order to obtain additional information sufficient to reach a decision.
(§ 6, Ord.
2772 c.s., eff.
August 1, 1996)"
1,Chapter 1 SUBDIVISIONS,Article 9 Exceptions and Appeals,§ 10-1.907 Action of the Council on appeals., ,sub-sec-1.10.7,https://ecode360.com/42653534,https://zoneomics.com/code/72/chapter_1#1.10.7,False,0,"Upon the conclusion of the hearing, the Council shall, within seven days, declare its findings, based upon the testimony and documents before it.
The Council may sustain, modify, reject, or overrule any action of the Commission and may make such findings and determinations as are not inconsistent with the provisions of the Map Act or this chapter.
The action of the Council shall be final and conclusive.
(§ 6, Ord.
2772 c.s., eff.
August 1, 1996)"
1,Chapter 1 SUBDIVISIONS,Article 9 Exceptions and Appeals,§ 10-1.908 Exceptions valid for six months., ,sub-sec-1.10.8,https://ecode360.com/42653535,https://zoneomics.com/code/72/chapter_1#1.10.8,False,0,"The action of the Commission or Council in granting an exception shall be valid for a period of six months.
In the event a tentative map is filed within such time, it may contain such exceptions from the provisions of this chapter as have been permitted by the Commission or Council.
Except as provided for in this article, all tentative maps shall comply with all the provisions of this chapter.
(§ 6, Ord.
2772 c.s., eff.
August 1, 1996)"
1,Chapter 1 SUBDIVISIONS,Article 10 Minor Subdivisions,§ 10-1.1001 Purpose., ,sub-sec-1.11.1,https://ecode360.com/42653537,https://zoneomics.com/code/72/chapter_1#1.11.1,False,0,"The purpose of this article is to supplement the provisions of the
Subdivision Map Act in order to provide a complete subdivision program for the orderly development of all real property in the City.
This article is intended to assure compliance with the Zoning Ordinance and General Plan of the City, to maintain lots of sufficient size that can be properly developed in accordance with the standards contained in the Zoning Ordinance, to assure lots of a size commensurate and compatible with the size of existing lots in the immediate vicinity, and to preserve property values.
(§ 1, Ord.
2114 c.s., eff.
January 26, 1974, as amended by § 7, Ord.
2772 c.s., eff.
August 1, 1996)"
1,Chapter 1 SUBDIVISIONS,Article 10 Minor Subdivisions,§ 10-1.1002 Applicability and scope of article provisions., ,sub-sec-1.11.2,https://ecode360.com/42653538,https://zoneomics.com/code/72/chapter_1#1.11.2,False,0,"Notwithstanding any other provision of this chapter to the contrary, the procedure set forth in this article shall govern the processing of, and requirements pertaining to, minor subdivisions.
This article shall apply to divisions of land as follows:
(a) No lots or parcels that have been combined into one building site on or after September 9, 1964, shall be separated in ownership or otherwise divided into two, three, or four parcels, and no such divided parcel shall be separately maintained unless the division conforms to that shown on a parcel map approved as provided in this article.
(b) No building permit shall be issued, and no building or structure shall be erected, altered, or maintained on any land which has been separated in ownership or otherwise divided into two, three, or four parcels in violation of the provisions of this article.
On parcels which do not qualify as a lot as defined in this chapter, but which were both separated in ownership and improved with structures prior to September 9, 1964, such structures may be rebuilt, remodeled, or structurally expanded provided such work complies with all the requirements of the Building Code and the Zoning Ordinance.
This article shall not apply to existing divisions of land defined as a lot in this chapter, nor shall it apply to those divisions of land specifically excluded from the definition of minor subdivision as defined in this chapter.
(§ 1, Ord.
2114 c.s., eff.
January 26, 1974, as amended by § 7, Ord.
2772 c.s., eff.
August 1, 1996)"
1,Chapter 1 SUBDIVISIONS,Article 10 Minor Subdivisions,§ 10-1.1003 Filing and acceptance of parcel maps., ,sub-sec-1.11.3,https://ecode360.com/42653541,https://zoneomics.com/code/72/chapter_1#1.11.3,False,0,"The subdivider shall file the parcel map with the Community Development Director in the same manner as provided for tentative maps in
Section 10-1.501 of
Article 5 of this chapter.
(§ 1, Ord.
2114 c.s., eff.
January 26, 1974, as amended by § 14, Ord.
2957 c.s., eff.
February 17, 2005, and § 1, Ord.
3107 c.s., eff.
February 8, 2013)"
1,Chapter 1 SUBDIVISIONS,Article 10 Minor Subdivisions,§ 10-1.1004 Fees., ,sub-sec-1.11.4,https://ecode360.com/42653542,https://zoneomics.com/code/72/chapter_1#1.11.4,False,0,"The filing fee for the parcel map shall be the same as for a tentative map as provided for in
Section 10-1.502 of
Article 5 of this chapter.
(§ 1, Ord.
2114 c.s., eff.
January 26, 1974)"
1,Chapter 1 SUBDIVISIONS,Article 10 Minor Subdivisions,§ 10-1.1005 Distribution., ,sub-sec-1.11.5,https://ecode360.com/42653543,https://zoneomics.com/code/72/chapter_1#1.11.5,False,0,"Within three working days after the filing of an application for a parcel map, the Community Development Director shall transmit copies of such map, together with the accompanying data, to such City departments and/or affected agencies and/or utilities which the Community Development Director determines have an interest in the proposed minor subdivision.
Such departments, agencies and/or utilities may, within 10 days after the application for the map has been filed, submit written reports of their findings and recommendations to the Planning Division.
The City Engineer shall prepare a written report of recommendations on the parcel map in relation to the requirements of this chapter and the Map Act and shall submit the report to the Planning Division.
If the subdivision results in four or more parcels or condominium units on any lot or involves more than two adjacent lots, or it is otherwise determined to be appropriate, the Community Development Director shall forward the reports to the Commission within 15 days after the map has been filed.
(§ 1, Ord.
2114 c.s., eff.
January 26, 1974, as amended by § 7, Ord.
2772 c.s., eff.
August 1, 1996, § 14, Ord.
2957 c.s., eff.
February 17, 2005, and § 1, Ord.
3107 c.s., eff.
February 8, 2013)"
1,Chapter 1 SUBDIVISIONS,Article 10 Minor Subdivisions,§ 10-1.1006 Setting hearings., ,sub-sec-1.11.6,https://ecode360.com/42653544,https://zoneomics.com/code/72/chapter_1#1.11.6,False,0,"If the subdivision results in four or more parcels or condominium units on any lot or involves more than two adjacent lots, the Community Development Director shall set the parcel map for a public hearing before the Commission in a timely fashion.
(§ 1, Ord.
2114 c.s., eff.
January 26, 1974, as amended by § 7, Ord.
2772 c.s., eff.
August 1, 1996, § 14, Ord.
2957 c.s., eff.
February 17, 2005, and § 1, Ord.
3107 c.s., eff.
February 8, 2013)"
1,Chapter 1 SUBDIVISIONS,Article 10 Minor Subdivisions,§ 10-1.1007 Notices., ,sub-sec-1.11.7,https://ecode360.com/42653545,https://zoneomics.com/code/72/chapter_1#1.11.7,False,0,"(a) Notice of the public hearing before the Commission to consider a parcel map shall be given at least 10 days before the hearing to the subdivider and to the owners of property within 300 feet of the exterior boundary of the minor subdivision.
Such notice shall be sent by first class mail, using addresses from the most recently available tax roll of the County Tax Assessor.
(b) The notice of the public hearing to consider the parcel map shall consist of the caption ""Notice of Proposed Minor Subdivision,"" shall identify the subject property in any terms adequate to identify its location, shall set forth the parcel map number and a description of the minor subdivision, shall give the time and place at which the hearing will be held, and shall advise the subdivider and public that they may attend and be heard.
(§ 1, Ord.
2114 c.s.
eff.
January 26, 1974)"
1,Chapter 1 SUBDIVISIONS,Article 10 Minor Subdivisions,§ 10-1.1008 Investigations., ,sub-sec-1.11.8,https://ecode360.com/42653548,https://zoneomics.com/code/72/chapter_1#1.11.8,False,0,"The Commission shall itself make, or shall cause the Planning
Division to make, such investigations of facts bearing on the parcel map as will tend to provide all the information necessary for the Commission to make decisions and determinations consistent with the purposes of this article.
(§ 1, Ord.
2114 c.s, eff.
January 26, 1974, as amended by § 7, Ord.
2772 c.s., eff.
August 1, 1996)"
1,Chapter 1 SUBDIVISIONS,Article 10 Minor Subdivisions,§ 10-1.1009 Conduct of public hearings., ,sub-sec-1.11.9,https://ecode360.com/42653549,https://zoneomics.com/code/72/chapter_1#1.11.9,False,0,"(§ 1, Ord.
2114 c.s., eff.
January 26, 1974, repealed by § 8, Ord.
2772 c.s., eff.
August 1, 1996)"
1,Chapter 1 SUBDIVISIONS,Article 10 Minor Subdivisions,§ 10-1.1010 Community Development Director or Commission decisions., ,sub-sec-1.11.10,https://ecode360.com/42653550,https://zoneomics.com/code/72/chapter_1#1.11.10,False,0,"(a)
Subdivision of not more than three parcels or 15 condominium units on any lot or combination of lots or any subdivision defined as an “Affordable Housing Project – Housing Element” located on an “Affordable Housing Site – Housing Element.” If the Community Development Director, or his/her assigned, finds that the parcel map for a subdivision of not more than three parcels or 15 condominium units on any lot or any combination of lots or any subdivision defined as an “Affordable Housing Project – Housing Element” located on an “Affordable Housing Site – Housing Element” meets the requirements of this chapter and the Map Act, the Community Development Director, or his/her assigned shall approve the parcel map within 50 days after the certification of the environmental impact report, adoption of a negative declaration, or a determination by the City that the project is exempt from the requirements of the California Environmental Quality Act.
If the Community Development Director, or his/her assigned, finds that the parcel map does not meet the requirements of this chapter or the Map Act, the Community Development Director shall disapprove or conditionally approve the parcel map within such time.
Dedications and reservations of property and on-site and off-site improvements may be required by the Community Development Director as a condition of approval as authorized by the
Subdivision Map Act and this chapter.
Written notice of the decision shall be given to the subdivider.
(1) Appeals to the Commission.
The decision of the Community Development Director may be appealed to the Commission in the manner as provided in
Section 10-1.504(a)(1) of this chapter.
(b)
Subdivision of four or more parcels or 16 condominium units on any lot or combination of lots excluding any subdivision defined as an “Affordable Housing Project – Housing Element” located on an “Affordable Housing Site – Housing Element.” In the case of subdivisions of four or more parcels or 16 condominium units on any lot or combination of lots excluding any subdivision defined as an “Affordable Housing Project – Housing Element” located on an “Affordable Housing Site – Housing Element,” the Commission shall review the recommendations and testimony and, if the Commission finds that the parcel map meets the requirements of this chapter and the Map Act, it shall approve the parcel map within 50 days after certification of the environmental impact report, adoption of a negative declaration, or a determination by the City that the project is exempt from the requirements of
Division 13 (commencing with
Section 21000)
of the Public Resources Code, unless such time is extended by mutual agreement with the subdivider in accordance with Government Code
Section 65957. If the Commission finds that the map does not meet the requirements of this chapter or the Map Act, it shall disapprove or conditionally approve the parcel map within such time.
(c) In addition to the applicable grounds set forth in Articles 7 and 8 of this chapter and Government Code
Sections 66473 and 66474, the Community Development Director in the case of a subdivision of not more than three parcels or condominium units on any lot and involving no more than two adjacent lots, or Commission, in the case of a subdivision of four or more parcels or condominium units on any lot or a subdivision involving more than two adjacent lots, may disapprove the parcel map where any of the following exist:
(1) The parcels would be detrimental to the surrounding subdivision pattern, orientation, or configuration and/or be smaller than the prevailing parcel size in the surrounding area;
(2) The minor subdivision would directly or indirectly result in the creation of a parcel that would be inappropriate in size and/or configuration to the development standards contained in the Zoning Ordinance;
(3) In order to make the determinations specified in subsections (c)(1) and
(2) of this section, the Commission may require that the subdivider submit a precise development plan of the minor subdivision, and, considering that an approval may be based on such precise development plan, the Commission may impose a condition on the approval of a parcel map that any substantive change, as determined by the Planning Division, in the precise development plan shall require a new public hearing before the Commission prior to the issuance of building permits for the development of the minor subdivision; or
(4) The proposed minor subdivision lies wholly or partially within a known oil field, and such map does not include a plan deemed adequate by the Community Development Director or Commission for the preservation of the health, safety, and general welfare of the public for the disposition and treatment of any existing or future oil field operations.
(§ 1, Ord.
2114 c.s., eff.
January 26, 1974, as amended by § 7, Ord.
2772 c.s., eff.
August 1, 1996, § 14, Ord.
2957 c.s., eff.
February 17, 2005, § 1, Ord.
3107 c.s., eff.
February 8, 2013, Ord.
3281-24 c.s., eff.
December 12, 2024, and Ord.
3312-26 c.s., eff.
June 11, 2026)"
1,Chapter 1 SUBDIVISIONS,Article 10 Minor Subdivisions,§ 10-1.1011 Appeals to the Council., ,sub-sec-1.11.11,https://ecode360.com/42653559,https://zoneomics.com/code/72/chapter_1#1.11.11,False,0,"If a subdivider or any member of the public is dissatisfied with any action of the Commission with respect to a parcel map, he or she may appeal to the Council in the manner as provided for in
Section 10-1.906 in
Article 9 of this chapter.
Using the procedures of
Section 10-1.906, the Mayor or a member of the Council may also appeal the decision of the Commission on the parcel map.
If no appeal is filed within the period prescribed in
Section 10-1.906, the decision of the Commission shall become final and conclusive.
(§ 1, Ord.
2114 c.s., eff.
January 26, 1974, as amended by § 7, Ord.
2772 c.s., eff.
August 1, 1996)"
1,Chapter 1 SUBDIVISIONS,Article 10 Minor Subdivisions,§ 10-1.1012 Certification of parcel maps-Final maps not required., ,sub-sec-1.11.12,https://ecode360.com/42653560,https://zoneomics.com/code/72/chapter_1#1.11.12,False,0,"If the parcel map is approved or conditionally approved by the Community Development Director or Commission, or the Council on appeal, and after all applicable conditions, if any, have been met, the parcel map and such other copies and information as may be required for checking and approval shall be submitted to the County Engineer.
Upon the submission of a parcel map for checking, the subdivider shall pay a map checking fee to the County Engineer in addition to all other fees and charges required by law.
This fee shall be equal to the fee established by the County for checking tract and parcel maps.
The parcel map shall then be submitted to the City Engineer for certification that the map conforms with the requirements of local laws, and no final map of the minor subdivision shall be required.
(§ 1, Ord.
2114 c.s., eff.
January 26, 1974, as amended by § 8, Ord.
2139 c.s., eff.
April 16, 1975, § 6, Ord.
2219 c.s., eff.
March 29, 1978, § 14, Ord.
2957 c.s., eff.
February 17, 2005, and § 1, Ord.
3107 c.s., eff.
February 8, 2013)"
